Desert Eagle | Golden Koi (Factory New)
★ StatTrak™ Stiletto Knife | Case Hardened (Factory New)
★ StatTrak™ Stiletto Knife | Case Hardened (Minimal Wear)
★ StatTrak™ Stiletto Knife | Case Hardened (Field-Tested)
★ StatTrak™ Stiletto Knife | Case Hardened (Well-Worn)
★ StatTrak™ Stiletto Knife | Case Hardened (Battle-Scarred)
★ Stiletto Knife | Slaughter (Factory New)
★ Stiletto Knife | Slaughter (Minimal Wear)
★ Stiletto Knife | Slaughter (Field-Tested)
★ StatTrak™ Stiletto Knife | Slaughter (Factory New)
★ StatTrak™ Stiletto Knife | Slaughter (Minimal Wear)
★ StatTrak™ Stiletto Knife | Slaughter (Field-Tested)
★ Stiletto Knife | Safari Mesh (Factory New)
★ Stiletto Knife | Safari Mesh (Minimal Wear)
★ Stiletto Knife | Safari Mesh (Field-Tested)
★ Stiletto Knife | Safari Mesh (Well-Worn)
★ Stiletto Knife | Safari Mesh (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Safari Mesh (Factory New)
★ StatTrak™ Stiletto Knife | Safari Mesh (Minimal Wear)
★ StatTrak™ Stiletto Knife | Safari Mesh (Field-Tested)
★ StatTrak™ Stiletto Knife | Safari Mesh (Well-Worn)
★ StatTrak™ Stiletto Knife | Safari Mesh (Battle-Scarred)
★ Stiletto Knife | Boreal Forest (Factory New)
★ Stiletto Knife | Boreal Forest (Minimal Wear)
★ Stiletto Knife | Boreal Forest (Field-Tested)
★ Stiletto Knife | Boreal Forest (Well-Worn)
★ Stiletto Knife | Boreal Forest (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Boreal Forest (Factory New)
★ StatTrak™ Stiletto Knife | Boreal Forest (Minimal Wear)
★ StatTrak™ Stiletto Knife | Boreal Forest (Field-Tested)
★ StatTrak™ Stiletto Knife | Boreal Forest (Well-Worn)
★ StatTrak™ Stiletto Knife | Boreal Forest (Battle-Scarred)
★ Stiletto Knife | Ultraviolet (Factory New)
★ Stiletto Knife | Ultraviolet (Minimal Wear)
★ Stiletto Knife | Ultraviolet (Field-Tested)
★ Stiletto Knife | Ultraviolet (Well-Worn)
★ Stiletto Knife | Ultraviolet (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Ultraviolet (Factory New)
★ StatTrak™ Stiletto Knife | Ultraviolet (Minimal Wear)
★ StatTrak™ Stiletto Knife | Ultraviolet (Field-Tested)
★ StatTrak™ Stiletto Knife | Ultraviolet (Well-Worn)
★ StatTrak™ Stiletto Knife | Ultraviolet (Battle-Scarred)
★ Stiletto Knife | Urban Masked (Factory New)
★ Stiletto Knife | Urban Masked (Minimal Wear)
★ Stiletto Knife | Urban Masked (Field-Tested)
★ Stiletto Knife | Urban Masked (Well-Worn)
★ Stiletto Knife | Urban Masked (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Urban Masked (Factory New)
★ StatTrak™ Stiletto Knife | Urban Masked (Minimal Wear)
★ StatTrak™ Stiletto Knife | Urban Masked (Field-Tested)
★ StatTrak™ Stiletto Knife | Urban Masked (Well-Worn)
★ StatTrak™ Stiletto Knife | Urban Masked (Battle-Scarred)
★ Stiletto Knife | Scorched (Factory New)
★ Stiletto Knife | Scorched (Minimal Wear)
★ Stiletto Knife | Scorched (Field-Tested)
★ Stiletto Knife | Scorched (Well-Worn)
★ Stiletto Knife | Scorched (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Scorched (Factory New)
★ StatTrak™ Stiletto Knife | Scorched (Minimal Wear)
★ StatTrak™ Stiletto Knife | Scorched (Field-Tested)
★ StatTrak™ Stiletto Knife | Scorched (Well-Worn)
★ StatTrak™ Stiletto Knife | Scorched (Battle-Scarred)
★ Stiletto Knife | Tiger Tooth (Factory New)
★ Stiletto Knife | Tiger Tooth (Minimal Wear)
★ StatTrak™ Stiletto Knife | Tiger Tooth (Factory New)
★ StatTrak™ Stiletto Knife | Tiger Tooth (Minimal Wear)
★ Stiletto Knife | Marble Fade (Factory New)
★ Stiletto Knife | Marble Fade (Minimal Wear)
★ StatTrak™ Stiletto Knife | Marble Fade (Factory New)
★ StatTrak™ Stiletto Knife | Marble Fade (Minimal Wear)
★ Stiletto Knife | Rust Coat (Well-Worn)
★ Stiletto Knife | Rust Coat (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Rust Coat (Well-Worn)
★ StatTrak™ Stiletto Knife | Rust Coat (Battle-Scarred)
★ Stiletto Knife | Doppler (Factory New)
★ Stiletto Knife | Doppler (Minimal Wear)
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Stiletto Knife | Doppler (Minimal Wear)
★ Stiletto Knife | Doppler (Factory New)
★ Stiletto Knife | Doppler (Minimal Wear)
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Stiletto Knife | Doppler (Minimal Wear)
★ Stiletto Knife | Doppler (Factory New)
★ Stiletto Knife | Doppler (Minimal Wear)
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Stiletto Knife | Doppler (Minimal Wear)
★ Stiletto Knife | Doppler (Factory New)
★ Stiletto Knife | Doppler (Minimal Wear)
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Stiletto Knife | Doppler (Minimal Wear)
★ Stiletto Knife | Doppler (Factory New)
★ Stiletto Knife | Doppler (Minimal Wear)
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Stiletto Knife | Doppler (Minimal Wear)
★ Stiletto Knife | Doppler (Factory New)
★ Stiletto Knife | Doppler (Minimal Wear)
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Stiletto Knife | Doppler (Minimal Wear)
★ Stiletto Knife | Doppler (Factory New)
★ Stiletto Knife | Doppler (Minimal Wear)
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Stiletto Knife | Doppler (Minimal Wear)
★ Stiletto Knife | Night Stripe (Factory New)
★ Stiletto Knife | Night Stripe (Minimal Wear)
★ Stiletto Knife | Night Stripe (Field-Tested)
★ Stiletto Knife | Night Stripe (Well-Worn)
★ Stiletto Knife | Night Stripe (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Night Stripe (Factory New)
★ StatTrak™ Stiletto Knife | Night Stripe (Minimal Wear)
★ StatTrak™ Stiletto Knife | Night Stripe (Field-Tested)
★ StatTrak™ Stiletto Knife | Night Stripe (Well-Worn)
★ StatTrak™ Stiletto Knife | Night Stripe (Battle-Scarred)
★ Stiletto Knife | Damascus Steel (Factory New)
★ Stiletto Knife | Damascus Steel (Minimal Wear)
★ Stiletto Knife | Damascus Steel (Field-Tested)
★ Stiletto Knife | Damascus Steel (Well-Worn)
★ Stiletto Knife | Damascus Steel (Battle-Scarred)
★ StatTrak™ Stiletto Knife | Damascus Steel (Factory New)
★ StatTrak™ Stiletto Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Stiletto Knife | Damascus Steel (Field-Tested)
★ StatTrak™ Stiletto Knife | Damascus Steel (Well-Worn)
★ StatTrak™ Stiletto Knife | Damascus Steel (Battle-Scarred)
★ Talon Knife | Forest DDPAT (Factory New)
★ Talon Knife | Forest DDPAT (Minimal Wear)
★ Talon Knife | Forest DDPAT (Field-Tested)
★ Talon Knife | Forest DDPAT (Well-Worn)
★ Talon Knife | Forest DDPAT (Battle-Scarred)
★ StatTrak™ Talon Knife | Forest DDPAT (Factory New)
★ StatTrak™ Talon Knife | Forest DDPAT (Minimal Wear)
★ StatTrak™ Talon Knife | Forest DDPAT (Field-Tested)
★ StatTrak™ Talon Knife | Forest DDPAT (Well-Worn)
★ StatTrak™ Talon Knife | Forest DDPAT (Battle-Scarred)
★ Talon Knife | Crimson Web (Factory New)
★ Talon Knife | Crimson Web (Minimal Wear)
★ Talon Knife | Crimson Web (Field-Tested)
★ Talon Knife | Crimson Web (Well-Worn)
★ Talon Knife | Crimson Web (Battle-Scarred)
★ StatTrak™ Talon Knife | Crimson Web (Factory New)
★ StatTrak™ Talon Knife | Crimson Web (Minimal Wear)
★ StatTrak™ Talon Knife | Crimson Web (Field-Tested)
★ StatTrak™ Talon Knife | Crimson Web (Well-Worn)
★ StatTrak™ Talon Knife | Crimson Web (Battle-Scarred)
★ Talon Knife | Fade (Factory New)
★ Talon Knife | Fade (Minimal Wear)
★ StatTrak™ Talon Knife | Fade (Factory New)
★ StatTrak™ Talon Knife | Fade (Minimal Wear)
★ Talon Knife | Blue Steel (Factory New)
★ Talon Knife | Blue Steel (Minimal Wear)
★ Talon Knife | Blue Steel (Field-Tested)
★ Talon Knife | Blue Steel (Well-Worn)
★ Talon Knife | Blue Steel (Battle-Scarred)
★ StatTrak™ Talon Knife | Blue Steel (Factory New)
★ StatTrak™ Talon Knife | Blue Steel (Minimal Wear)
★ StatTrak™ Talon Knife | Blue Steel (Field-Tested)
★ StatTrak™ Talon Knife | Blue Steel (Well-Worn)
★ StatTrak™ Talon Knife | Blue Steel (Battle-Scarred)
★ Talon Knife | Stained (Factory New)
★ Talon Knife | Stained (Minimal Wear)
★ Talon Knife | Stained (Field-Tested)
★ Talon Knife | Stained (Well-Worn)
★ Talon Knife | Stained (Battle-Scarred)
★ StatTrak™ Talon Knife | Stained (Factory New)
★ StatTrak™ Talon Knife | Stained (Minimal Wear)
★ StatTrak™ Talon Knife | Stained (Field-Tested)
★ StatTrak™ Talon Knife | Stained (Well-Worn)
★ StatTrak™ Talon Knife | Stained (Battle-Scarred)
★ Talon Knife | Case Hardened (Factory New)
★ Talon Knife | Case Hardened (Minimal Wear)
★ Talon Knife | Case Hardened (Field-Tested)
★ Talon Knife | Case Hardened (Well-Worn)
★ Talon Knife | Case Hardened (Battle-Scarred)
★ StatTrak™ Talon Knife | Case Hardened (Factory New)
★ StatTrak™ Talon Knife | Case Hardened (Minimal Wear)
★ StatTrak™ Talon Knife | Case Hardened (Field-Tested)
★ StatTrak™ Talon Knife | Case Hardened (Well-Worn)
★ StatTrak™ Talon Knife | Case Hardened (Battle-Scarred)
★ Talon Knife | Slaughter (Factory New)
★ Talon Knife | Slaughter (Minimal Wear)
★ Talon Knife | Slaughter (Field-Tested)
★ StatTrak™ Talon Knife | Slaughter (Factory New)
★ StatTrak™ Talon Knife | Slaughter (Minimal Wear)
★ StatTrak™ Talon Knife | Slaughter (Field-Tested)
★ Talon Knife | Safari Mesh (Factory New)
★ Talon Knife | Safari Mesh (Minimal Wear)
★ Talon Knife | Safari Mesh (Field-Tested)
★ Talon Knife | Safari Mesh (Well-Worn)
★ Talon Knife | Safari Mesh (Battle-Scarred)
★ StatTrak™ Talon Knife | Safari Mesh (Factory New)
★ StatTrak™ Talon Knife | Safari Mesh (Minimal Wear)
★ StatTrak™ Talon Knife | Safari Mesh (Field-Tested)
★ StatTrak™ Talon Knife | Safari Mesh (Well-Worn)
★ StatTrak™ Talon Knife | Safari Mesh (Battle-Scarred)
★ Talon Knife | Boreal Forest (Factory New)
★ Talon Knife | Boreal Forest (Minimal Wear)
★ Talon Knife | Boreal Forest (Field-Tested)
★ Talon Knife | Boreal Forest (Well-Worn)
★ Talon Knife | Boreal Forest (Battle-Scarred)
★ StatTrak™ Talon Knife | Boreal Forest (Factory New)
★ StatTrak™ Talon Knife | Boreal Forest (Minimal Wear)
★ StatTrak™ Talon Knife | Boreal Forest (Field-Tested)
★ StatTrak™ Talon Knife | Boreal Forest (Well-Worn)
★ StatTrak™ Talon Knife | Boreal Forest (Battle-Scarred)
★ Talon Knife | Ultraviolet (Factory New)
★ Talon Knife | Ultraviolet (Minimal Wear)
★ Talon Knife | Ultraviolet (Field-Tested)
★ Talon Knife | Ultraviolet (Well-Worn)
★ Talon Knife | Ultraviolet (Battle-Scarred)
★ StatTrak™ Talon Knife | Ultraviolet (Factory New)
★ StatTrak™ Talon Knife | Ultraviolet (Minimal Wear)
★ StatTrak™ Talon Knife | Ultraviolet (Field-Tested)
★ StatTrak™ Talon Knife | Ultraviolet (Well-Worn)
★ StatTrak™ Talon Knife | Ultraviolet (Battle-Scarred)
★ Talon Knife | Urban Masked (Factory New)
★ Talon Knife | Urban Masked (Minimal Wear)
★ Talon Knife | Urban Masked (Field-Tested)
★ Talon Knife | Urban Masked (Well-Worn)
★ Talon Knife | Urban Masked (Battle-Scarred)
★ StatTrak™ Talon Knife | Urban Masked (Factory New)
★ StatTrak™ Talon Knife | Urban Masked (Minimal Wear)
★ StatTrak™ Talon Knife | Urban Masked (Field-Tested)
★ StatTrak™ Talon Knife | Urban Masked (Well-Worn)
★ StatTrak™ Talon Knife | Urban Masked (Battle-Scarred)
★ Talon Knife | Scorched (Factory New)
★ Talon Knife | Scorched (Minimal Wear)
★ Talon Knife | Scorched (Field-Tested)
★ Talon Knife | Scorched (Well-Worn)
★ Talon Knife | Scorched (Battle-Scarred)
★ StatTrak™ Talon Knife | Scorched (Factory New)
★ StatTrak™ Talon Knife | Scorched (Minimal Wear)
★ StatTrak™ Talon Knife | Scorched (Field-Tested)
★ StatTrak™ Talon Knife | Scorched (Well-Worn)
★ StatTrak™ Talon Knife | Scorched (Battle-Scarred)
★ Talon Knife | Tiger Tooth (Factory New)
★ Talon Knife | Tiger Tooth (Minimal Wear)
★ StatTrak™ Talon Knife | Tiger Tooth (Factory New)
★ StatTrak™ Talon Knife | Tiger Tooth (Minimal Wear)
★ Talon Knife | Rust Coat (Well-Worn)
★ Talon Knife | Rust Coat (Battle-Scarred)
★ StatTrak™ Talon Knife | Rust Coat (Well-Worn)
★ StatTrak™ Talon Knife | Rust Coat (Battle-Scarred)
★ Talon Knife | Doppler (Factory New)
★ Talon Knife | Doppler (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)
★ Talon Knife | Doppler (Factory New)
★ Talon Knife | Doppler (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)
★ Talon Knife | Doppler (Factory New)
★ Talon Knife | Doppler (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)
★ Talon Knife | Night Stripe (Factory New)
★ Talon Knife | Night Stripe (Minimal Wear)
★ Talon Knife | Night Stripe (Field-Tested)
★ Talon Knife | Night Stripe (Well-Worn)
★ Talon Knife | Night Stripe (Battle-Scarred)
★ StatTrak™ Talon Knife | Night Stripe (Factory New)
★ StatTrak™ Talon Knife | Night Stripe (Minimal Wear)
★ StatTrak™ Talon Knife | Night Stripe (Field-Tested)
★ StatTrak™ Talon Knife | Night Stripe (Well-Worn)
★ StatTrak™ Talon Knife | Night Stripe (Battle-Scarred)
★ Talon Knife | Doppler (Factory New)
★ Talon Knife | Doppler (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)
★ Talon Knife | Doppler (Factory New)
★ Talon Knife | Doppler (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)
★ Talon Knife | Doppler (Factory New)
★ Talon Knife | Doppler (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)
★ Talon Knife | Doppler (Factory New)
★ Talon Knife | Doppler (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)
★ Talon Knife | Marble Fade (Factory New)
★ Talon Knife | Marble Fade (Minimal Wear)
★ StatTrak™ Talon Knife | Marble Fade (Factory New)
★ StatTrak™ Talon Knife | Marble Fade (Minimal Wear)
★ Talon Knife | Damascus Steel (Factory New)
★ Talon Knife | Damascus Steel (Minimal Wear)
★ Talon Knife | Damascus Steel (Field-Tested)
★ Talon Knife | Damascus Steel (Well-Worn)
★ Talon Knife | Damascus Steel (Battle-Scarred)
★ StatTrak™ Talon Knife | Damascus Steel (Factory New)
★ StatTrak™ Talon Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Talon Knife | Damascus Steel (Field-Tested)
★ StatTrak™ Talon Knife | Damascus Steel (Well-Worn)
★ StatTrak™ Talon Knife | Damascus Steel (Battle-Scarred)
★ Skeleton Knife | Forest DDPAT (Factory New)
★ Skeleton Knife | Forest DDPAT (Minimal Wear)
★ Skeleton Knife | Forest DDPAT (Field-Tested)
★ Skeleton Knife | Forest DDPAT (Well-Worn)
★ Skeleton Knife | Forest DDPAT (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Forest DDPAT (Factory New)
★ StatTrak™ Skeleton Knife | Forest DDPAT (Minimal Wear)
★ StatTrak™ Skeleton Knife | Forest DDPAT (Field-Tested)
★ StatTrak™ Skeleton Knife | Forest DDPAT (Well-Worn)
★ StatTrak™ Skeleton Knife | Forest DDPAT (Battle-Scarred)
★ Skeleton Knife | Crimson Web (Factory New)
★ Skeleton Knife | Crimson Web (Minimal Wear)
★ Skeleton Knife | Crimson Web (Field-Tested)
★ Skeleton Knife | Crimson Web (Well-Worn)
★ Skeleton Knife | Crimson Web (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Crimson Web (Factory New)
★ StatTrak™ Skeleton Knife | Crimson Web (Minimal Wear)
★ StatTrak™ Skeleton Knife | Crimson Web (Field-Tested)
★ StatTrak™ Skeleton Knife | Crimson Web (Well-Worn)
★ StatTrak™ Skeleton Knife | Crimson Web (Battle-Scarred)
★ Skeleton Knife | Fade (Factory New)
★ Skeleton Knife | Fade (Minimal Wear)
★ StatTrak™ Skeleton Knife | Fade (Factory New)
★ StatTrak™ Skeleton Knife | Fade (Minimal Wear)
★ Skeleton Knife | Blue Steel (Factory New)
★ Skeleton Knife | Blue Steel (Minimal Wear)
★ Skeleton Knife | Blue Steel (Field-Tested)
★ Skeleton Knife | Blue Steel (Well-Worn)
★ Skeleton Knife | Blue Steel (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Blue Steel (Factory New)
★ StatTrak™ Skeleton Knife | Blue Steel (Minimal Wear)
★ StatTrak™ Skeleton Knife | Blue Steel (Field-Tested)
★ StatTrak™ Skeleton Knife | Blue Steel (Well-Worn)
★ StatTrak™ Skeleton Knife | Blue Steel (Battle-Scarred)
★ Skeleton Knife | Stained (Factory New)
★ Skeleton Knife | Stained (Minimal Wear)
★ Skeleton Knife | Stained (Field-Tested)
★ Skeleton Knife | Stained (Well-Worn)
★ Skeleton Knife | Stained (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Stained (Factory New)
★ StatTrak™ Skeleton Knife | Stained (Minimal Wear)
★ StatTrak™ Skeleton Knife | Stained (Field-Tested)
★ StatTrak™ Skeleton Knife | Stained (Well-Worn)
★ StatTrak™ Skeleton Knife | Stained (Battle-Scarred)
★ Skeleton Knife | Case Hardened (Factory New)
★ Skeleton Knife | Case Hardened (Minimal Wear)
★ Skeleton Knife | Case Hardened (Field-Tested)
★ Skeleton Knife | Case Hardened (Well-Worn)
★ Skeleton Knife | Case Hardened (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Case Hardened (Factory New)
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear)
★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested)
★ StatTrak™ Skeleton Knife | Case Hardened (Well-Worn)
★ StatTrak™ Skeleton Knife | Case Hardened (Battle-Scarred)
★ Skeleton Knife | Slaughter (Factory New)
★ Skeleton Knife | Slaughter (Minimal Wear)
★ Skeleton Knife | Slaughter (Field-Tested)
★ StatTrak™ Skeleton Knife | Slaughter (Factory New)
★ StatTrak™ Skeleton Knife | Slaughter (Minimal Wear)
★ StatTrak™ Skeleton Knife | Slaughter (Field-Tested)
★ Skeleton Knife | Safari Mesh (Factory New)
★ Skeleton Knife | Safari Mesh (Minimal Wear)
★ Skeleton Knife | Safari Mesh (Field-Tested)
★ Skeleton Knife | Safari Mesh (Well-Worn)
★ Skeleton Knife | Safari Mesh (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Safari Mesh (Factory New)
★ StatTrak™ Skeleton Knife | Safari Mesh (Minimal Wear)
★ StatTrak™ Skeleton Knife | Safari Mesh (Field-Tested)
★ StatTrak™ Skeleton Knife | Safari Mesh (Well-Worn)
★ StatTrak™ Skeleton Knife | Safari Mesh (Battle-Scarred)
★ Skeleton Knife | Boreal Forest (Factory New)
★ Skeleton Knife | Boreal Forest (Minimal Wear)
★ Skeleton Knife | Boreal Forest (Field-Tested)
★ Skeleton Knife | Boreal Forest (Well-Worn)
★ Skeleton Knife | Boreal Forest (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Boreal Forest (Factory New)
★ StatTrak™ Skeleton Knife | Boreal Forest (Minimal Wear)
★ StatTrak™ Skeleton Knife | Boreal Forest (Field-Tested)
★ StatTrak™ Skeleton Knife | Boreal Forest (Well-Worn)
★ StatTrak™ Skeleton Knife | Boreal Forest (Battle-Scarred)
★ Skeleton Knife | Urban Masked (Factory New)
★ Skeleton Knife | Urban Masked (Minimal Wear)
★ Skeleton Knife | Urban Masked (Field-Tested)
★ Skeleton Knife | Urban Masked (Well-Worn)
★ Skeleton Knife | Urban Masked (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Urban Masked (Factory New)
★ StatTrak™ Skeleton Knife | Urban Masked (Minimal Wear)
★ StatTrak™ Skeleton Knife | Urban Masked (Field-Tested)
★ StatTrak™ Skeleton Knife | Urban Masked (Well-Worn)
★ StatTrak™ Skeleton Knife | Urban Masked (Battle-Scarred)
★ Skeleton Knife | Scorched (Factory New)
★ Skeleton Knife | Scorched (Minimal Wear)
★ Skeleton Knife | Scorched (Field-Tested)
★ Skeleton Knife | Scorched (Well-Worn)
★ Skeleton Knife | Scorched (Battle-Scarred)
★ StatTrak™ Skeleton Knife | Scorched (Factory New)
★ StatTrak™ Skeleton Knife | Scorched (Minimal Wear)
★ StatTrak™ Skeleton Knife | Scorched (Field-Tested)
★ StatTrak™ Skeleton Knife | Scorched (Well-Worn)
★ StatTrak™ Skeleton Knife | Scorched (Battle-Scarred)
